設置點,Hour,populartimes_count
佳朋名產總匯,2,0
佳朋名產總匯,3,0
佳朋名產總匯,4,0
佳朋名產總匯,5,0
佳朋名產總匯,6,0
佳朋名產總匯,7,0
佳朋名產總匯,8,19
佳朋名產總匯,9,30
佳朋名產總匯,10,46
佳朋名產總匯,11,49
佳朋名產總匯,12,56
佳朋名產總匯,13,53
佳朋名產總匯,14,49
佳朋名產總匯,15,54
佳朋名產總匯,16,65
佳朋名產總匯,17,79
佳朋名產總匯,18,86
佳朋名產總匯,19,81
佳朋名產總匯,20,67
佳朋名產總匯,21,42
佳朋名產總匯,22,0
佳朋名產總匯,23,0
信興海產行滿500元送餅乾一包,0,0
信興海產行滿500元送餅乾一包,1,0
信興海產行滿500元送餅乾一包,2,0
信興海產行滿500元送餅乾一包,3,0
信興海產行滿500元送餅乾一包,4,0
信興海產行滿500元送餅乾一包,5,0
信興海產行滿500元送餅乾一包,6,0
信興海產行滿500元送餅乾一包,7,0
信興海產行滿500元送餅乾一包,8,31
信興海產行滿500元送餅乾一包,9,46
信興海產行滿500元送餅乾一包,10,60
信興海產行滿500元送餅乾一包,11,61
信興海產行滿500元送餅乾一包,12,55
信興海產行滿500元送餅乾一包,13,51
信興海產行滿500元送餅乾一包,14,50
信興海產行滿500元送餅乾一包,15,53
信興海產行滿500元送餅乾一包,16,62
信興海產行滿500元送餅乾一包,17,71
信興海產行滿500元送餅乾一包,18,70
信興海產行滿500元送餅乾一包,19,62
信興海產行滿500元送餅乾一包,20,50
信興海產行滿500元送餅乾一包,21,35
信興海產行滿500元送餅乾一包,22,0
信興海產行滿500元送餅乾一包,23,0
六六八餐廳,0,0
六六八餐廳,1,0
六六八餐廳,2,0
六六八餐廳,3,0
六六八餐廳,4,0
六六八餐廳,5,0
六六八餐廳,6,0
六六八餐廳,7,0
六六八餐廳,8,0
六六八餐廳,9,0
六六八餐廳,10,0
六六八餐廳,11,23
六六八餐廳,12,24
六六八餐廳,13,23
六六八餐廳,14,0
六六八餐廳,15,0
六六八餐廳,16,0
六六八餐廳,17,61
六六八餐廳,18,74
六六八餐廳,19,59
六六八餐廳,20,38
六六八餐廳,21,0
六六八餐廳,22,0
六六八餐廳,23,0
北寮奎壁山,0,0
北寮奎壁山,1,0
北寮奎壁山,2,0
北寮奎壁山,3,0
北寮奎壁山,4,0
北寮奎壁山,5,0
北寮奎壁山,6,0
北寮奎壁山,7,0
北寮奎壁山,8,42
北寮奎壁山,9,74
北寮奎壁山,10,85
北寮奎壁山,11,78
北寮奎壁山,12,62
北寮奎壁山,13,57
北寮奎壁山,14,63
北寮奎壁山,15,69
北寮奎壁山,16,61
北寮奎壁山,17,43
北寮奎壁山,18,0
北寮奎壁山,19,0
北寮奎壁山,20,0
北寮奎壁山,21,0
北寮奎壁山,22,0
北寮奎壁山,23,0
原豆工坊咖啡專賣店,0,0
原豆工坊咖啡專賣店,1,0
原豆工坊咖啡專賣店,2,0
原豆工坊咖啡專賣店,3,0
原豆工坊咖啡專賣店,4,0
原豆工坊咖啡專賣店,5,0
原豆工坊咖啡專賣店,6,0
原豆工坊咖啡專賣店,7,0
原豆工坊咖啡專賣店,8,0
原豆工坊咖啡專賣店,9,0
原豆工坊咖啡專賣店,10,36
原豆工坊咖啡專賣店,11,44
原豆工坊咖啡專賣店,12,40
原豆工坊咖啡專賣店,13,36
原豆工坊咖啡專賣店,14,20
原豆工坊咖啡專賣店,15,16
原豆工坊咖啡專賣店,16,12
原豆工坊咖啡專賣店,17,20
原豆工坊咖啡專賣店,18,24
原豆工坊咖啡專賣店,19,36
原豆工坊咖啡專賣店,20,24
原豆工坊咖啡專賣店,21,24
原豆工坊咖啡專賣店,22,0
原豆工坊咖啡專賣店,23,0
台灣大餅早午餐,0,0
台灣大餅早午餐,1,0
台灣大餅早午餐,2,0
台灣大餅早午餐,3,0
台灣大餅早午餐,4,0
台灣大餅早午餐,5,16
台灣大餅早午餐,6,36
台灣大餅早午餐,7,56
台灣大餅早午餐,8,56
台灣大餅早午餐,9,60
台灣大餅早午餐,10,63
台灣大餅早午餐,11,66
台灣大餅早午餐,12,73
台灣大餅早午餐,13,53
台灣大餅早午餐,14,0
台灣大餅早午餐,15,0
台灣大餅早午餐,16,0
台灣大餅早午餐,17,0
台灣大餅早午餐,18,0
台灣大餅早午餐,19,0
台灣大餅早午餐,20,0
台灣大餅早午餐,21,0
台灣大餅早午餐,22,0
台灣大餅早午餐,23,0
吳記沙拉船&好記蔬食鹽水雞,0,0
吳記沙拉船&好記蔬食鹽水雞,1,0
吳記沙拉船&好記蔬食鹽水雞,2,0
吳記沙拉船&好記蔬食鹽水雞,3,0
吳記沙拉船&好記蔬食鹽水雞,4,0
吳記沙拉船&好記蔬食鹽水雞,5,0
吳記沙拉船&好記蔬食鹽水雞,6,0
吳記沙拉船&好記蔬食鹽水雞,7,0
吳記沙拉船&好記蔬食鹽水雞,8,0
吳記沙拉船&好記蔬食鹽水雞,9,0
吳記沙拉船&好記蔬食鹽水雞,10,0
吳記沙拉船&好記蔬食鹽水雞,11,8
吳記沙拉船&好記蔬食鹽水雞,12,8
吳記沙拉船&好記蔬食鹽水雞,13,13
吳記沙拉船&好記蔬食鹽水雞,14,26
吳記沙拉船&好記蔬食鹽水雞,15,47
吳記沙拉船&好記蔬食鹽水雞,16,69
吳記沙拉船&好記蔬食鹽水雞,17,65
吳記沙拉船&好記蔬食鹽水雞,18,60
吳記沙拉船&好記蔬食鹽水雞,19,39
吳記沙拉船&好記蔬食鹽水雞,20,34
吳記沙拉船&好記蔬食鹽水雞,21,26
吳記沙拉船&好記蔬食鹽水雞,22,0
吳記沙拉船&好記蔬食鹽水雞,23,0
吹蚵仔的海鮮小吃,0,0
吹蚵仔的海鮮小吃,1,0
吹蚵仔的海鮮小吃,2,0
吹蚵仔的海鮮小吃,3,0
吹蚵仔的海鮮小吃,4,0
吹蚵仔的海鮮小吃,5,0
吹蚵仔的海鮮小吃,6,0
吹蚵仔的海鮮小吃,7,0
吹蚵仔的海鮮小吃,8,0
吹蚵仔的海鮮小吃,9,0
吹蚵仔的海鮮小吃,10,0
吹蚵仔的海鮮小吃,11,90
吹蚵仔的海鮮小吃,12,84
吹蚵仔的海鮮小吃,13,66
吹蚵仔的海鮮小吃,14,54
吹蚵仔的海鮮小吃,15,45
吹蚵仔的海鮮小吃,16,66
吹蚵仔的海鮮小吃,17,75
吹蚵仔的海鮮小吃,18,100
吹蚵仔的海鮮小吃,19,72
吹蚵仔的海鮮小吃,20,57
吹蚵仔的海鮮小吃,21,0
吹蚵仔的海鮮小吃,22,0
吹蚵仔的海鮮小吃,23,0
味真香新港鴨肉羹臭豆腐,0,57
味真香新港鴨肉羹臭豆腐,1,36
味真香新港鴨肉羹臭豆腐,2,0
味真香新港鴨肉羹臭豆腐,3,0
味真香新港鴨肉羹臭豆腐,4,0
味真香新港鴨肉羹臭豆腐,5,0
味真香新港鴨肉羹臭豆腐,6,0
味真香新港鴨肉羹臭豆腐,7,0
味真香新港鴨肉羹臭豆腐,8,0
味真香新港鴨肉羹臭豆腐,9,0
味真香新港鴨肉羹臭豆腐,10,0
味真香新港鴨肉羹臭豆腐,11,0
味真香新港鴨肉羹臭豆腐,12,0
味真香新港鴨肉羹臭豆腐,13,0
味真香新港鴨肉羹臭豆腐,14,0
味真香新港鴨肉羹臭豆腐,15,30
味真香新港鴨肉羹臭豆腐,16,42
味真香新港鴨肉羹臭豆腐,17,54
味真香新港鴨肉羹臭豆腐,18,45
味真香新港鴨肉羹臭豆腐,19,42
味真香新港鴨肉羹臭豆腐,20,42
味真香新港鴨肉羹臭豆腐,21,51
味真香新港鴨肉羹臭豆腐,22,60
味真香新港鴨肉羹臭豆腐,23,66
四季肉圓專賣店,0,0
四季肉圓專賣店,1,0
四季肉圓專賣店,2,0
四季肉圓專賣店,3,0
四季肉圓專賣店,4,0
四季肉圓專賣店,5,0
四季肉圓專賣店,6,0
四季肉圓專賣店,7,0
四季肉圓專賣店,8,0
四季肉圓專賣店,9,23
四季肉圓專賣店,10,36
四季肉圓專賣店,11,53
四季肉圓專賣店,12,56
四季肉圓專賣店,13,43
四季肉圓專賣店,14,30
四季肉圓專賣店,15,26
四季肉圓專賣店,16,23
四季肉圓專賣店,17,26
四季肉圓專賣店,18,23
四季肉圓專賣店,19,26
四季肉圓專賣店,20,0
四季肉圓專賣店,21,0
四季肉圓專賣店,22,0
四季肉圓專賣店,23,0
四面佛 泰善堂,0,0
四面佛 泰善堂,1,0
四面佛 泰善堂,2,0
四面佛 泰善堂,3,0
四面佛 泰善堂,4,0
四面佛 泰善堂,5,0
四面佛 泰善堂,6,0
四面佛 泰善堂,7,0
四面佛 泰善堂,8,28
四面佛 泰善堂,9,21
四面佛 泰善堂,10,7
四面佛 泰善堂,11,7
四面佛 泰善堂,12,21
四面佛 泰善堂,13,35
四面佛 泰善堂,14,21
四面佛 泰善堂,15,21
四面佛 泰善堂,16,35
四面佛 泰善堂,17,50
四面佛 泰善堂,18,35
四面佛 泰善堂,19,50
四面佛 泰善堂,20,50
四面佛 泰善堂,21,50
四面佛 泰善堂,22,0
四面佛 泰善堂,23,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),0,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),1,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),2,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),3,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),4,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),5,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),6,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),7,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),8,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),9,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),10,25
回鄉餐館-(義大利麵 濃湯 炒飯 便當),11,22
回鄉餐館-(義大利麵 濃湯 炒飯 便當),12,29
回鄉餐館-(義大利麵 濃湯 炒飯 便當),13,25
回鄉餐館-(義大利麵 濃湯 炒飯 便當),14,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),15,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),16,36
回鄉餐館-(義大利麵 濃湯 炒飯 便當),17,61
回鄉餐館-(義大利麵 濃湯 炒飯 便當),18,77
回鄉餐館-(義大利麵 濃湯 炒飯 便當),19,72
回鄉餐館-(義大利麵 濃湯 炒飯 便當),20,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),21,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),22,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),23,0
多那之澎湖店,0,0
多那之澎湖店,1,0
多那之澎湖店,2,0
多那之澎湖店,3,0
多那之澎湖店,4,0
多那之澎湖店,5,0
多那之澎湖店,6,0
多那之澎湖店,7,34
多那之澎湖店,8,47
多那之澎湖店,9,66
多那之澎湖店,10,75
多那之澎湖店,11,75
多那之澎湖店,12,73
多那之澎湖店,13,69
多那之澎湖店,14,67
多那之澎湖店,15,67
多那之澎湖店,16,61
多那之澎湖店,17,60
多那之澎湖店,18,58
多那之澎湖店,19,65
多那之澎湖店,20,65
多那之澎湖店,21,62
多那之澎湖店,22,47
多那之澎湖店,23,29
天人菊名產店,0,0
天人菊名產店,1,0
天人菊名產店,2,0
天人菊名產店,3,0
天人菊名產店,4,0
天人菊名產店,5,0
天人菊名產店,6,0
天人菊名產店,7,0
天人菊名產店,8,0
天人菊名產店,9,0
天人菊名產店,10,31
天人菊名產店,11,42
天人菊名產店,12,47
天人菊名產店,13,63
天人菊名產店,14,47
天人菊名產店,15,47
天人菊名產店,16,36
天人菊名產店,17,68
天人菊名產店,18,57
天人菊名產店,19,68
天人菊名產店,20,57
天人菊名產店,21,63
天人菊名產店,22,0
天人菊名產店,23,0
天津蔥抓餅,0,0
天津蔥抓餅,1,0
天津蔥抓餅,2,0
天津蔥抓餅,3,0
天津蔥抓餅,4,0
天津蔥抓餅,5,0
天津蔥抓餅,6,0
天津蔥抓餅,7,0
天津蔥抓餅,8,24
天津蔥抓餅,9,38
天津蔥抓餅,10,48
天津蔥抓餅,11,56
天津蔥抓餅,12,61
天津蔥抓餅,13,60
天津蔥抓餅,14,56
天津蔥抓餅,15,54
天津蔥抓餅,16,54
天津蔥抓餅,17,55
天津蔥抓餅,18,53
天津蔥抓餅,19,48
天津蔥抓餅,20,41
天津蔥抓餅,21,31
天津蔥抓餅,22,0
天津蔥抓餅,23,0
好吃的黑糖糕就在水月堂食品行～,0,0
好吃的黑糖糕就在水月堂食品行～,1,0
好吃的黑糖糕就在水月堂食品行～,2,0
好吃的黑糖糕就在水月堂食品行～,3,0
好吃的黑糖糕就在水月堂食品行～,4,0
好吃的黑糖糕就在水月堂食品行～,5,0
好吃的黑糖糕就在水月堂食品行～,6,0
好吃的黑糖糕就在水月堂食品行～,7,31
好吃的黑糖糕就在水月堂食品行～,8,50
好吃的黑糖糕就在水月堂食品行～,9,50
好吃的黑糖糕就在水月堂食品行～,10,50
好吃的黑糖糕就在水月堂食品行～,11,56
好吃的黑糖糕就在水月堂食品行～,12,43
好吃的黑糖糕就在水月堂食品行～,13,50
好吃的黑糖糕就在水月堂食品行～,14,50
好吃的黑糖糕就在水月堂食品行～,15,31
好吃的黑糖糕就在水月堂食品行～,16,43
好吃的黑糖糕就在水月堂食品行～,17,43
好吃的黑糖糕就在水月堂食品行～,18,68
好吃的黑糖糕就在水月堂食品行～,19,37
好吃的黑糖糕就在水月堂食品行～,20,25
好吃的黑糖糕就在水月堂食品行～,21,0
好吃的黑糖糕就在水月堂食品行～,22,0
好吃的黑糖糕就在水月堂食品行～,23,0
媽宮食品工廠,0,0
媽宮食品工廠,1,0
媽宮食品工廠,2,0
媽宮食品工廠,3,0
媽宮食品工廠,4,0
媽宮食品工廠,5,0
媽宮食品工廠,6,0
媽宮食品工廠,7,0
媽宮食品工廠,8,37
媽宮食品工廠,9,43
媽宮食品工廠,10,45
媽宮食品工廠,11,42
媽宮食品工廠,12,36
媽宮食品工廠,13,40
媽宮食品工廠,14,57
媽宮食品工廠,15,79
媽宮食品工廠,16,83
媽宮食品工廠,17,0
媽宮食品工廠,18,0
媽宮食品工廠,19,0
媽宮食品工廠,20,0
媽宮食品工廠,21,0
媽宮食品工廠,22,0
媽宮食品工廠,23,0
家竹黑砂糖冷熱飲店,0,0
家竹黑砂糖冷熱飲店,1,0
家竹黑砂糖冷熱飲店,2,0
家竹黑砂糖冷熱飲店,3,0
家竹黑砂糖冷熱飲店,4,0
家竹黑砂糖冷熱飲店,5,0
家竹黑砂糖冷熱飲店,6,0
家竹黑砂糖冷熱飲店,7,0
家竹黑砂糖冷熱飲店,8,0
家竹黑砂糖冷熱飲店,9,0
家竹黑砂糖冷熱飲店,10,0
家竹黑砂糖冷熱飲店,11,0
家竹黑砂糖冷熱飲店,12,0
家竹黑砂糖冷熱飲店,13,27
家竹黑砂糖冷熱飲店,14,46
家竹黑砂糖冷熱飲店,15,58
家竹黑砂糖冷熱飲店,16,58
家竹黑砂糖冷熱飲店,17,46
家竹黑砂糖冷熱飲店,18,45
家竹黑砂糖冷熱飲店,19,54
家竹黑砂糖冷熱飲店,20,56
家竹黑砂糖冷熱飲店,21,51
家竹黑砂糖冷熱飲店,22,40
家竹黑砂糖冷熱飲店,23,0
富勝食品企業行,0,0
富勝食品企業行,1,0
富勝食品企業行,2,0
富勝食品企業行,3,0
富勝食品企業行,4,0
富勝食品企業行,5,0
富勝食品企業行,6,0
富勝食品企業行,7,0
富勝食品企業行,8,0
富勝食品企業行,9,76
富勝食品企業行,10,69
富勝食品企業行,11,53
富勝食品企業行,12,76
富勝食品企業行,13,69
富勝食品企業行,14,76
富勝食品企業行,15,53
富勝食品企業行,16,46
富勝食品企業行,17,46
富勝食品企業行,18,38
富勝食品企業行,19,53
富勝食品企業行,20,38
富勝食品企業行,21,0
富勝食品企業行,22,0
富勝食品企業行,23,0
小和食光輕食館,0,0
小和食光輕食館,1,0
小和食光輕食館,2,0
小和食光輕食館,3,0
小和食光輕食館,4,0
小和食光輕食館,5,0
小和食光輕食館,6,0
小和食光輕食館,7,0
小和食光輕食館,8,0
小和食光輕食館,9,43
小和食光輕食館,10,46
小和食光輕食館,11,70
小和食光輕食館,12,66
小和食光輕食館,13,73
小和食光輕食館,14,70
小和食光輕食館,15,73
小和食光輕食館,16,46
小和食光輕食館,17,40
小和食光輕食館,18,23
小和食光輕食館,19,16
小和食光輕食館,20,10
小和食光輕食館,21,0
小和食光輕食館,22,0
小和食光輕食館,23,0
小門鯨魚洞站,0,27
小門鯨魚洞站,1,33
小門鯨魚洞站,2,22
小門鯨魚洞站,3,33
小門鯨魚洞站,4,38
小門鯨魚洞站,5,44
小門鯨魚洞站,6,44
小門鯨魚洞站,7,44
小門鯨魚洞站,8,55
小門鯨魚洞站,9,66
小門鯨魚洞站,10,61
小門鯨魚洞站,11,27
小門鯨魚洞站,12,22
小門鯨魚洞站,13,22
小門鯨魚洞站,14,27
小門鯨魚洞站,15,33
小門鯨魚洞站,16,22
小門鯨魚洞站,17,38
小門鯨魚洞站,18,50
小門鯨魚洞站,19,55
小門鯨魚洞站,20,61
小門鯨魚洞站,21,61
小門鯨魚洞站,22,44
小門鯨魚洞站,23,27
巴適麻辣鍋,0,0
巴適麻辣鍋,1,0
巴適麻辣鍋,2,0
巴適麻辣鍋,3,0
巴適麻辣鍋,4,0
巴適麻辣鍋,5,0
巴適麻辣鍋,6,0
巴適麻辣鍋,7,0
巴適麻辣鍋,8,0
巴適麻辣鍋,9,0
巴適麻辣鍋,10,0
巴適麻辣鍋,11,22
巴適麻辣鍋,12,24
巴適麻辣鍋,13,29
巴適麻辣鍋,14,29
巴適麻辣鍋,15,31
巴適麻辣鍋,16,28
巴適麻辣鍋,17,36
巴適麻辣鍋,18,31
巴適麻辣鍋,19,29
巴適麻辣鍋,20,22
巴適麻辣鍋,21,15
巴適麻辣鍋,22,0
巴適麻辣鍋,23,0
弗洛伊得飲酒店,0,23
弗洛伊得飲酒店,1,14
弗洛伊得飲酒店,2,11
弗洛伊得飲酒店,3,0
弗洛伊得飲酒店,4,0
弗洛伊得飲酒店,5,0
弗洛伊得飲酒店,6,0
弗洛伊得飲酒店,7,0
弗洛伊得飲酒店,8,0
弗洛伊得飲酒店,9,0
弗洛伊得飲酒店,10,0
弗洛伊得飲酒店,11,0
弗洛伊得飲酒店,12,0
弗洛伊得飲酒店,13,0
弗洛伊得飲酒店,14,0
弗洛伊得飲酒店,15,0
弗洛伊得飲酒店,16,0
弗洛伊得飲酒店,17,0
弗洛伊得飲酒店,18,20
弗洛伊得飲酒店,19,14
弗洛伊得飲酒店,20,17
弗洛伊得飲酒店,21,29
弗洛伊得飲酒店,22,35
弗洛伊得飲酒店,23,41
抓包．馬公分店,0,0
抓包．馬公分店,1,0
抓包．馬公分店,2,0
抓包．馬公分店,3,0
抓包．馬公分店,4,0
抓包．馬公分店,5,0
抓包．馬公分店,6,0
抓包．馬公分店,7,0
抓包．馬公分店,8,0
抓包．馬公分店,9,0
抓包．馬公分店,10,0
抓包．馬公分店,11,0
抓包．馬公分店,12,0
抓包．馬公分店,13,0
抓包．馬公分店,14,0
抓包．馬公分店,15,0
抓包．馬公分店,16,0
抓包．馬公分店,17,0
抓包．馬公分店,18,0
抓包．馬公分店,19,0
抓包．馬公分店,20,0
抓包．馬公分店,21,0
抓包．馬公分店,22,0
抓包．馬公分店,23,0
振發食品行,0,0
振發食品行,1,0
振發食品行,2,0
振發食品行,3,0
振發食品行,4,0
振發食品行,5,0
振發食品行,6,0
振發食品行,7,0
振發食品行,8,50
振發食品行,9,75
振發食品行,10,66
振發食品行,11,50
振發食品行,12,50
振發食品行,13,25
振發食品行,14,25
振發食品行,15,16
振發食品行,16,16
振發食品行,17,16
振發食品行,18,25
振發食品行,19,33
振發食品行,20,33
振發食品行,21,0
振發食品行,22,0
振發食品行,23,0
掌上明珠,0,0
掌上明珠,1,0
掌上明珠,2,0
掌上明珠,3,0
掌上明珠,4,0
掌上明珠,5,0
掌上明珠,6,0
掌上明珠,7,0
掌上明珠,8,0
掌上明珠,9,0
掌上明珠,10,0
掌上明珠,11,26
掌上明珠,12,34
掌上明珠,13,43
掌上明珠,14,44
掌上明珠,15,0
掌上明珠,16,0
掌上明珠,17,26
掌上明珠,18,29
掌上明珠,19,34
掌上明珠,20,32
掌上明珠,21,25
掌上明珠,22,0
掌上明珠,23,0
提樂茶飲專賣店,0,0
提樂茶飲專賣店,1,0
提樂茶飲專賣店,2,0
提樂茶飲專賣店,3,0
提樂茶飲專賣店,4,0
提樂茶飲專賣店,5,0
提樂茶飲專賣店,6,0
提樂茶飲專賣店,7,0
提樂茶飲專賣店,8,0
提樂茶飲專賣店,9,60
提樂茶飲專賣店,10,50
提樂茶飲專賣店,11,45
提樂茶飲專賣店,12,40
提樂茶飲專賣店,13,50
提樂茶飲專賣店,14,50
提樂茶飲專賣店,15,50
提樂茶飲專賣店,16,30
提樂茶飲專賣店,17,25
提樂茶飲專賣店,18,30
提樂茶飲專賣店,19,40
提樂茶飲專賣店,20,40
提樂茶飲專賣店,21,30
提樂茶飲專賣店,22,25
提樂茶飲專賣店,23,0
新巴適經典麻辣鍋,0,0
新巴適經典麻辣鍋,1,0
新巴適經典麻辣鍋,2,0
新巴適經典麻辣鍋,3,0
新巴適經典麻辣鍋,4,0
新巴適經典麻辣鍋,5,0
新巴適經典麻辣鍋,6,0
新巴適經典麻辣鍋,7,0
新巴適經典麻辣鍋,8,0
新巴適經典麻辣鍋,9,0
新巴適經典麻辣鍋,10,0
新巴適經典麻辣鍋,11,35
新巴適經典麻辣鍋,12,48
新巴適經典麻辣鍋,13,41
新巴適經典麻辣鍋,14,30
新巴適經典麻辣鍋,15,0
新巴適經典麻辣鍋,16,0
新巴適經典麻辣鍋,17,43
新巴適經典麻辣鍋,18,58
新巴適經典麻辣鍋,19,56
新巴適經典麻辣鍋,20,61
新巴適經典麻辣鍋,21,46
新巴適經典麻辣鍋,22,0
新巴適經典麻辣鍋,23,0
旭西餅舖,0,0
旭西餅舖,1,0
旭西餅舖,2,0
旭西餅舖,3,0
旭西餅舖,4,0
旭西餅舖,5,0
旭西餅舖,6,22
旭西餅舖,7,30
旭西餅舖,8,41
旭西餅舖,9,49
旭西餅舖,10,39
旭西餅舖,11,31
旭西餅舖,12,30
旭西餅舖,13,28
旭西餅舖,14,26
旭西餅舖,15,25
旭西餅舖,16,30
旭西餅舖,17,28
旭西餅舖,18,0
旭西餅舖,19,0
旭西餅舖,20,0
旭西餅舖,21,0
旭西餅舖,22,0
旭西餅舖,23,0
曾記滿福堂擔仔麵,0,0
曾記滿福堂擔仔麵,1,0
曾記滿福堂擔仔麵,2,0
曾記滿福堂擔仔麵,3,0
曾記滿福堂擔仔麵,4,0
曾記滿福堂擔仔麵,5,0
曾記滿福堂擔仔麵,6,0
曾記滿福堂擔仔麵,7,0
曾記滿福堂擔仔麵,8,0
曾記滿福堂擔仔麵,9,0
曾記滿福堂擔仔麵,10,0
曾記滿福堂擔仔麵,11,28
曾記滿福堂擔仔麵,12,41
曾記滿福堂擔仔麵,13,38
曾記滿福堂擔仔麵,14,29
曾記滿福堂擔仔麵,15,25
曾記滿福堂擔仔麵,16,36
曾記滿福堂擔仔麵,17,65
曾記滿福堂擔仔麵,18,84
曾記滿福堂擔仔麵,19,86
曾記滿福堂擔仔麵,20,75
曾記滿福堂擔仔麵,21,63
曾記滿福堂擔仔麵,22,40
曾記滿福堂擔仔麵,23,0
欣欣麵食館,0,0
欣欣麵食館,1,0
欣欣麵食館,2,0
欣欣麵食館,3,0
欣欣麵食館,4,0
欣欣麵食館,5,0
欣欣麵食館,6,0
欣欣麵食館,7,0
欣欣麵食館,8,0
欣欣麵食館,9,0
欣欣麵食館,10,0
