設置點,Hour,populartimes_count
佳朋名產總匯,2,0
佳朋名產總匯,3,0
佳朋名產總匯,4,0
佳朋名產總匯,5,0
佳朋名產總匯,6,0
佳朋名產總匯,7,0
佳朋名產總匯,8,14
佳朋名產總匯,9,25
佳朋名產總匯,10,35
佳朋名產總匯,11,43
佳朋名產總匯,12,48
佳朋名產總匯,13,52
佳朋名產總匯,14,54
佳朋名產總匯,15,53
佳朋名產總匯,16,52
佳朋名產總匯,17,56
佳朋名產總匯,18,60
佳朋名產總匯,19,66
佳朋名產總匯,20,54
佳朋名產總匯,21,37
佳朋名產總匯,22,0
佳朋名產總匯,23,0
信興海產行滿500元送餅乾一包,0,0
信興海產行滿500元送餅乾一包,1,0
信興海產行滿500元送餅乾一包,2,0
信興海產行滿500元送餅乾一包,3,0
信興海產行滿500元送餅乾一包,4,0
信興海產行滿500元送餅乾一包,5,0
信興海產行滿500元送餅乾一包,6,0
信興海產行滿500元送餅乾一包,7,0
信興海產行滿500元送餅乾一包,8,26
信興海產行滿500元送餅乾一包,9,38
信興海產行滿500元送餅乾一包,10,47
信興海產行滿500元送餅乾一包,11,55
信興海產行滿500元送餅乾一包,12,56
信興海產行滿500元送餅乾一包,13,48
信興海產行滿500元送餅乾一包,14,51
信興海產行滿500元送餅乾一包,15,42
信興海產行滿500元送餅乾一包,16,42
信興海產行滿500元送餅乾一包,17,45
信興海產行滿500元送餅乾一包,18,48
信興海產行滿500元送餅乾一包,19,52
信興海產行滿500元送餅乾一包,20,46
信興海產行滿500元送餅乾一包,21,38
信興海產行滿500元送餅乾一包,22,0
信興海產行滿500元送餅乾一包,23,0
六六八餐廳,0,0
六六八餐廳,1,0
六六八餐廳,2,0
六六八餐廳,3,0
六六八餐廳,4,0
六六八餐廳,5,0
六六八餐廳,6,0
六六八餐廳,7,0
六六八餐廳,8,0
六六八餐廳,9,0
六六八餐廳,10,0
六六八餐廳,11,22
六六八餐廳,12,23
六六八餐廳,13,18
六六八餐廳,14,0
六六八餐廳,15,0
六六八餐廳,16,0
六六八餐廳,17,50
六六八餐廳,18,55
六六八餐廳,19,40
六六八餐廳,20,24
六六八餐廳,21,0
六六八餐廳,22,0
六六八餐廳,23,0
北寮奎壁山,0,0
北寮奎壁山,1,0
北寮奎壁山,2,0
北寮奎壁山,3,0
北寮奎壁山,4,0
北寮奎壁山,5,0
北寮奎壁山,6,0
北寮奎壁山,7,0
北寮奎壁山,8,12
北寮奎壁山,9,18
北寮奎壁山,10,22
北寮奎壁山,11,26
北寮奎壁山,12,33
北寮奎壁山,13,42
北寮奎壁山,14,54
北寮奎壁山,15,65
北寮奎壁山,16,73
北寮奎壁山,17,62
北寮奎壁山,18,0
北寮奎壁山,19,0
北寮奎壁山,20,0
北寮奎壁山,21,0
北寮奎壁山,22,0
北寮奎壁山,23,0
原豆工坊咖啡專賣店,0,0
原豆工坊咖啡專賣店,1,0
原豆工坊咖啡專賣店,2,0
原豆工坊咖啡專賣店,3,0
原豆工坊咖啡專賣店,4,0
原豆工坊咖啡專賣店,5,0
原豆工坊咖啡專賣店,6,0
原豆工坊咖啡專賣店,7,0
原豆工坊咖啡專賣店,8,0
原豆工坊咖啡專賣店,9,0
原豆工坊咖啡專賣店,10,80
原豆工坊咖啡專賣店,11,100
原豆工坊咖啡專賣店,12,92
原豆工坊咖啡專賣店,13,68
原豆工坊咖啡專賣店,14,48
原豆工坊咖啡專賣店,15,48
原豆工坊咖啡專賣店,16,36
原豆工坊咖啡專賣店,17,32
原豆工坊咖啡專賣店,18,20
原豆工坊咖啡專賣店,19,12
原豆工坊咖啡專賣店,20,12
原豆工坊咖啡專賣店,21,28
原豆工坊咖啡專賣店,22,0
原豆工坊咖啡專賣店,23,0
台灣大餅早午餐,0,0
台灣大餅早午餐,1,0
台灣大餅早午餐,2,0
台灣大餅早午餐,3,0
台灣大餅早午餐,4,0
台灣大餅早午餐,5,26
台灣大餅早午餐,6,56
台灣大餅早午餐,7,83
台灣大餅早午餐,8,76
台灣大餅早午餐,9,73
台灣大餅早午餐,10,66
台灣大餅早午餐,11,56
台灣大餅早午餐,12,56
台灣大餅早午餐,13,46
台灣大餅早午餐,14,0
台灣大餅早午餐,15,0
台灣大餅早午餐,16,0
台灣大餅早午餐,17,0
台灣大餅早午餐,18,0
台灣大餅早午餐,19,0
台灣大餅早午餐,20,0
台灣大餅早午餐,21,0
台灣大餅早午餐,22,0
台灣大餅早午餐,23,0
吳記沙拉船&好記蔬食鹽水雞,0,0
吳記沙拉船&好記蔬食鹽水雞,1,0
吳記沙拉船&好記蔬食鹽水雞,2,0
吳記沙拉船&好記蔬食鹽水雞,3,0
吳記沙拉船&好記蔬食鹽水雞,4,0
吳記沙拉船&好記蔬食鹽水雞,5,0
吳記沙拉船&好記蔬食鹽水雞,6,0
吳記沙拉船&好記蔬食鹽水雞,7,0
吳記沙拉船&好記蔬食鹽水雞,8,0
吳記沙拉船&好記蔬食鹽水雞,9,0
吳記沙拉船&好記蔬食鹽水雞,10,0
吳記沙拉船&好記蔬食鹽水雞,11,52
吳記沙拉船&好記蔬食鹽水雞,12,65
吳記沙拉船&好記蔬食鹽水雞,13,100
吳記沙拉船&好記蔬食鹽水雞,14,82
吳記沙拉船&好記蔬食鹽水雞,15,86
吳記沙拉船&好記蔬食鹽水雞,16,56
吳記沙拉船&好記蔬食鹽水雞,17,65
吳記沙拉船&好記蔬食鹽水雞,18,65
吳記沙拉船&好記蔬食鹽水雞,19,47
吳記沙拉船&好記蔬食鹽水雞,20,56
吳記沙拉船&好記蔬食鹽水雞,21,26
吳記沙拉船&好記蔬食鹽水雞,22,0
吳記沙拉船&好記蔬食鹽水雞,23,0
吹蚵仔的海鮮小吃,0,0
吹蚵仔的海鮮小吃,1,0
吹蚵仔的海鮮小吃,2,0
吹蚵仔的海鮮小吃,3,0
吹蚵仔的海鮮小吃,4,0
吹蚵仔的海鮮小吃,5,0
吹蚵仔的海鮮小吃,6,0
吹蚵仔的海鮮小吃,7,0
吹蚵仔的海鮮小吃,8,0
吹蚵仔的海鮮小吃,9,0
吹蚵仔的海鮮小吃,10,0
吹蚵仔的海鮮小吃,11,45
吹蚵仔的海鮮小吃,12,66
吹蚵仔的海鮮小吃,13,63
吹蚵仔的海鮮小吃,14,51
吹蚵仔的海鮮小吃,15,45
吹蚵仔的海鮮小吃,16,60
吹蚵仔的海鮮小吃,17,69
吹蚵仔的海鮮小吃,18,81
吹蚵仔的海鮮小吃,19,72
吹蚵仔的海鮮小吃,20,66
吹蚵仔的海鮮小吃,21,0
吹蚵仔的海鮮小吃,22,0
吹蚵仔的海鮮小吃,23,0
味真香新港鴨肉羹臭豆腐,0,48
味真香新港鴨肉羹臭豆腐,1,30
味真香新港鴨肉羹臭豆腐,2,0
味真香新港鴨肉羹臭豆腐,3,0
味真香新港鴨肉羹臭豆腐,4,0
味真香新港鴨肉羹臭豆腐,5,0
味真香新港鴨肉羹臭豆腐,6,0
味真香新港鴨肉羹臭豆腐,7,0
味真香新港鴨肉羹臭豆腐,8,0
味真香新港鴨肉羹臭豆腐,9,0
味真香新港鴨肉羹臭豆腐,10,0
味真香新港鴨肉羹臭豆腐,11,0
味真香新港鴨肉羹臭豆腐,12,0
味真香新港鴨肉羹臭豆腐,13,0
味真香新港鴨肉羹臭豆腐,14,0
味真香新港鴨肉羹臭豆腐,15,21
味真香新港鴨肉羹臭豆腐,16,42
味真香新港鴨肉羹臭豆腐,17,60
味真香新港鴨肉羹臭豆腐,18,60
味真香新港鴨肉羹臭豆腐,19,48
味真香新港鴨肉羹臭豆腐,20,36
味真香新港鴨肉羹臭豆腐,21,42
味真香新港鴨肉羹臭豆腐,22,72
味真香新港鴨肉羹臭豆腐,23,96
四季肉圓專賣店,0,0
四季肉圓專賣店,1,0
四季肉圓專賣店,2,0
四季肉圓專賣店,3,0
四季肉圓專賣店,4,0
四季肉圓專賣店,5,0
四季肉圓專賣店,6,0
四季肉圓專賣店,7,0
四季肉圓專賣店,8,0
四季肉圓專賣店,9,0
四季肉圓專賣店,10,26
四季肉圓專賣店,11,26
四季肉圓專賣店,12,23
四季肉圓專賣店,13,26
四季肉圓專賣店,14,40
四季肉圓專賣店,15,46
四季肉圓專賣店,16,50
四季肉圓專賣店,17,30
四季肉圓專賣店,18,23
四季肉圓專賣店,19,23
四季肉圓專賣店,20,0
四季肉圓專賣店,21,0
四季肉圓專賣店,22,0
四季肉圓專賣店,23,0
四面佛 泰善堂,0,0
四面佛 泰善堂,1,0
四面佛 泰善堂,2,0
四面佛 泰善堂,3,0
四面佛 泰善堂,4,0
四面佛 泰善堂,5,0
四面佛 泰善堂,6,0
四面佛 泰善堂,7,0
四面佛 泰善堂,8,35
四面佛 泰善堂,9,35
四面佛 泰善堂,10,35
四面佛 泰善堂,11,57
四面佛 泰善堂,12,50
四面佛 泰善堂,13,28
四面佛 泰善堂,14,7
四面佛 泰善堂,15,14
四面佛 泰善堂,16,14
四面佛 泰善堂,17,35
四面佛 泰善堂,18,50
四面佛 泰善堂,19,71
四面佛 泰善堂,20,64
四面佛 泰善堂,21,78
四面佛 泰善堂,22,0
四面佛 泰善堂,23,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),0,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),1,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),2,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),3,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),4,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),5,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),6,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),7,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),8,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),9,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),10,27
回鄉餐館-(義大利麵 濃湯 炒飯 便當),11,36
回鄉餐館-(義大利麵 濃湯 炒飯 便當),12,40
回鄉餐館-(義大利麵 濃湯 炒飯 便當),13,29
回鄉餐館-(義大利麵 濃湯 炒飯 便當),14,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),15,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),16,45
回鄉餐館-(義大利麵 濃湯 炒飯 便當),17,68
回鄉餐館-(義大利麵 濃湯 炒飯 便當),18,86
回鄉餐館-(義大利麵 濃湯 炒飯 便當),19,65
回鄉餐館-(義大利麵 濃湯 炒飯 便當),20,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),21,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),22,0
回鄉餐館-(義大利麵 濃湯 炒飯 便當),23,0
多那之澎湖店,0,0
多那之澎湖店,1,0
多那之澎湖店,2,0
多那之澎湖店,3,0
多那之澎湖店,4,0
多那之澎湖店,5,0
多那之澎湖店,6,0
多那之澎湖店,7,31
多那之澎湖店,8,47
多那之澎湖店,9,52
多那之澎湖店,10,53
多那之澎湖店,11,56
多那之澎湖店,12,67
多那之澎湖店,13,76
多那之澎湖店,14,83
多那之澎湖店,15,84
多那之澎湖店,16,89
多那之澎湖店,17,82
多那之澎湖店,18,76
多那之澎湖店,19,62
多那之澎湖店,20,58
多那之澎湖店,21,45
多那之澎湖店,22,36
多那之澎湖店,23,17
天人菊名產店,0,0
天人菊名產店,1,0
天人菊名產店,2,0
天人菊名產店,3,0
天人菊名產店,4,0
天人菊名產店,5,0
天人菊名產店,6,0
天人菊名產店,7,0
天人菊名產店,8,0
天人菊名產店,9,0
天人菊名產店,10,26
天人菊名產店,11,31
天人菊名產店,12,36
天人菊名產店,13,57
天人菊名產店,14,42
天人菊名產店,15,52
天人菊名產店,16,57
天人菊名產店,17,52
天人菊名產店,18,36
天人菊名產店,19,36
天人菊名產店,20,42
天人菊名產店,21,47
天人菊名產店,22,0
天人菊名產店,23,0
天津蔥抓餅,0,0
天津蔥抓餅,1,0
天津蔥抓餅,2,0
天津蔥抓餅,3,0
天津蔥抓餅,4,0
天津蔥抓餅,5,0
天津蔥抓餅,6,0
天津蔥抓餅,7,0
天津蔥抓餅,8,14
天津蔥抓餅,9,23
天津蔥抓餅,10,33
天津蔥抓餅,11,46
天津蔥抓餅,12,50
天津蔥抓餅,13,55
天津蔥抓餅,14,56
天津蔥抓餅,15,60
天津蔥抓餅,16,62
天津蔥抓餅,17,66
天津蔥抓餅,18,67
天津蔥抓餅,19,64
天津蔥抓餅,20,49
天津蔥抓餅,21,31
天津蔥抓餅,22,0
天津蔥抓餅,23,0
好吃的黑糖糕就在水月堂食品行～,0,0
好吃的黑糖糕就在水月堂食品行～,1,0
好吃的黑糖糕就在水月堂食品行～,2,0
好吃的黑糖糕就在水月堂食品行～,3,0
好吃的黑糖糕就在水月堂食品行～,4,0
好吃的黑糖糕就在水月堂食品行～,5,0
好吃的黑糖糕就在水月堂食品行～,6,0
好吃的黑糖糕就在水月堂食品行～,7,68
好吃的黑糖糕就在水月堂食品行～,8,43
好吃的黑糖糕就在水月堂食品行～,9,31
好吃的黑糖糕就在水月堂食品行～,10,25
好吃的黑糖糕就在水月堂食品行～,11,37
好吃的黑糖糕就在水月堂食品行～,12,31
好吃的黑糖糕就在水月堂食品行～,13,18
好吃的黑糖糕就在水月堂食品行～,14,25
好吃的黑糖糕就在水月堂食品行～,15,31
好吃的黑糖糕就在水月堂食品行～,16,37
好吃的黑糖糕就在水月堂食品行～,17,50
好吃的黑糖糕就在水月堂食品行～,18,37
好吃的黑糖糕就在水月堂食品行～,19,31
好吃的黑糖糕就在水月堂食品行～,20,18
好吃的黑糖糕就在水月堂食品行～,21,0
好吃的黑糖糕就在水月堂食品行～,22,0
好吃的黑糖糕就在水月堂食品行～,23,0
媽宮食品工廠,0,0
媽宮食品工廠,1,0
媽宮食品工廠,2,0
媽宮食品工廠,3,0
媽宮食品工廠,4,0
媽宮食品工廠,5,0
媽宮食品工廠,6,0
媽宮食品工廠,7,0
媽宮食品工廠,8,25
媽宮食品工廠,9,33
媽宮食品工廠,10,36
媽宮食品工廠,11,37
媽宮食品工廠,12,35
媽宮食品工廠,13,40
媽宮食品工廠,14,53
媽宮食品工廠,15,70
媽宮食品工廠,16,76
媽宮食品工廠,17,0
媽宮食品工廠,18,0
媽宮食品工廠,19,0
媽宮食品工廠,20,0
媽宮食品工廠,21,0
媽宮食品工廠,22,0
媽宮食品工廠,23,0
家竹黑砂糖冷熱飲店,0,0
家竹黑砂糖冷熱飲店,1,0
家竹黑砂糖冷熱飲店,2,0
家竹黑砂糖冷熱飲店,3,0
家竹黑砂糖冷熱飲店,4,0
家竹黑砂糖冷熱飲店,5,0
家竹黑砂糖冷熱飲店,6,0
家竹黑砂糖冷熱飲店,7,0
家竹黑砂糖冷熱飲店,8,0
家竹黑砂糖冷熱飲店,9,0
家竹黑砂糖冷熱飲店,10,0
家竹黑砂糖冷熱飲店,11,0
家竹黑砂糖冷熱飲店,12,0
家竹黑砂糖冷熱飲店,13,31
家竹黑砂糖冷熱飲店,14,48
家竹黑砂糖冷熱飲店,15,56
家竹黑砂糖冷熱飲店,16,54
家竹黑砂糖冷熱飲店,17,53
家竹黑砂糖冷熱飲店,18,47
家竹黑砂糖冷熱飲店,19,47
家竹黑砂糖冷熱飲店,20,41
家竹黑砂糖冷熱飲店,21,31
家竹黑砂糖冷熱飲店,22,24
家竹黑砂糖冷熱飲店,23,0
富勝食品企業行,0,0
富勝食品企業行,1,0
富勝食品企業行,2,0
富勝食品企業行,3,0
富勝食品企業行,4,0
富勝食品企業行,5,0
富勝食品企業行,6,0
富勝食品企業行,7,0
富勝食品企業行,8,0
富勝食品企業行,9,69
富勝食品企業行,10,61
富勝食品企業行,11,46
富勝食品企業行,12,23
富勝食品企業行,13,30
富勝食品企業行,14,23
富勝食品企業行,15,23
富勝食品企業行,16,15
富勝食品企業行,17,7
富勝食品企業行,18,23
富勝食品企業行,19,30
富勝食品企業行,20,23
富勝食品企業行,21,0
富勝食品企業行,22,0
富勝食品企業行,23,0
小和食光輕食館,0,0
小和食光輕食館,1,0
小和食光輕食館,2,0
小和食光輕食館,3,0
小和食光輕食館,4,0
小和食光輕食館,5,0
小和食光輕食館,6,0
小和食光輕食館,7,0
小和食光輕食館,8,0
小和食光輕食館,9,36
小和食光輕食館,10,36
小和食光輕食館,11,40
小和食光輕食館,12,46
小和食光輕食館,13,50
小和食光輕食館,14,50
小和食光輕食館,15,53
小和食光輕食館,16,43
小和食光輕食館,17,46
小和食光輕食館,18,40
小和食光輕食館,19,26
小和食光輕食館,20,13
小和食光輕食館,21,0
小和食光輕食館,22,0
小和食光輕食館,23,0
巴適麻辣鍋,0,0
巴適麻辣鍋,1,0
巴適麻辣鍋,2,0
巴適麻辣鍋,3,0
巴適麻辣鍋,4,0
巴適麻辣鍋,5,0
巴適麻辣鍋,6,0
巴適麻辣鍋,7,0
巴適麻辣鍋,8,0
巴適麻辣鍋,9,0
巴適麻辣鍋,10,0
巴適麻辣鍋,11,40
巴適麻辣鍋,12,50
巴適麻辣鍋,13,45
巴適麻辣鍋,14,33
巴適麻辣鍋,15,22
巴適麻辣鍋,16,28
巴適麻辣鍋,17,36
巴適麻辣鍋,18,50
巴適麻辣鍋,19,52
巴適麻辣鍋,20,47
巴適麻辣鍋,21,28
巴適麻辣鍋,22,0
巴適麻辣鍋,23,0
弗洛伊得飲酒店,0,35
弗洛伊得飲酒店,1,23
弗洛伊得飲酒店,2,8
弗洛伊得飲酒店,3,0
弗洛伊得飲酒店,4,0
弗洛伊得飲酒店,5,0
弗洛伊得飲酒店,6,0
弗洛伊得飲酒店,7,0
弗洛伊得飲酒店,8,0
弗洛伊得飲酒店,9,0
弗洛伊得飲酒店,10,0
弗洛伊得飲酒店,11,0
弗洛伊得飲酒店,12,0
弗洛伊得飲酒店,13,0
弗洛伊得飲酒店,14,0
弗洛伊得飲酒店,15,0
弗洛伊得飲酒店,16,0
弗洛伊得飲酒店,17,0
弗洛伊得飲酒店,18,17
弗洛伊得飲酒店,19,17
弗洛伊得飲酒店,20,32
弗洛伊得飲酒店,21,47
弗洛伊得飲酒店,22,70
弗洛伊得飲酒店,23,64
抓包．馬公分店,0,0
抓包．馬公分店,1,0
抓包．馬公分店,2,0
抓包．馬公分店,3,0
抓包．馬公分店,4,0
抓包．馬公分店,5,0
抓包．馬公分店,6,0
抓包．馬公分店,7,0
抓包．馬公分店,8,0
抓包．馬公分店,9,0
抓包．馬公分店,10,0
抓包．馬公分店,11,34
抓包．馬公分店,12,47
抓包．馬公分店,13,56
抓包．馬公分店,14,65
抓包．馬公分店,15,63
抓包．馬公分店,16,52
抓包．馬公分店,17,50
抓包．馬公分店,18,36
抓包．馬公分店,19,0
抓包．馬公分店,20,0
抓包．馬公分店,21,0
抓包．馬公分店,22,0
抓包．馬公分店,23,0
振發食品行,0,0
振發食品行,1,0
振發食品行,2,0
振發食品行,3,0
振發食品行,4,0
振發食品行,5,0
振發食品行,6,0
振發食品行,7,0
振發食品行,8,58
振發食品行,9,83
振發食品行,10,66
振發食品行,11,58
振發食品行,12,58
振發食品行,13,41
振發食品行,14,58
振發食品行,15,66
振發食品行,16,58
振發食品行,17,50
振發食品行,18,33
振發食品行,19,50
振發食品行,20,50
振發食品行,21,0
振發食品行,22,0
振發食品行,23,0
掌上明珠,0,0
掌上明珠,1,0
掌上明珠,2,0
掌上明珠,3,0
掌上明珠,4,0
掌上明珠,5,0
掌上明珠,6,0
掌上明珠,7,0
掌上明珠,8,0
掌上明珠,9,0
掌上明珠,10,0
掌上明珠,11,44
掌上明珠,12,53
掌上明珠,13,53
掌上明珠,14,55
掌上明珠,15,0
掌上明珠,16,0
掌上明珠,17,28
掌上明珠,18,28
掌上明珠,19,29
掌上明珠,20,26
掌上明珠,21,23
掌上明珠,22,0
掌上明珠,23,0
提樂茶飲專賣店,0,0
提樂茶飲專賣店,1,0
提樂茶飲專賣店,2,0
提樂茶飲專賣店,3,0
提樂茶飲專賣店,4,0
提樂茶飲專賣店,5,0
提樂茶飲專賣店,6,0
提樂茶飲專賣店,7,0
提樂茶飲專賣店,8,0
提樂茶飲專賣店,9,35
提樂茶飲專賣店,10,45
提樂茶飲專賣店,11,45
提樂茶飲專賣店,12,50
提樂茶飲專賣店,13,40
提樂茶飲專賣店,14,30
提樂茶飲專賣店,15,35
提樂茶飲專賣店,16,45
提樂茶飲專賣店,17,60
提樂茶飲專賣店,18,60
提樂茶飲專賣店,19,55
提樂茶飲專賣店,20,50
提樂茶飲專賣店,21,55
提樂茶飲專賣店,22,60
提樂茶飲專賣店,23,0
新巴適經典麻辣鍋,0,0
新巴適經典麻辣鍋,1,0
新巴適經典麻辣鍋,2,0
新巴適經典麻辣鍋,3,0
新巴適經典麻辣鍋,4,0
新巴適經典麻辣鍋,5,0
新巴適經典麻辣鍋,6,0
新巴適經典麻辣鍋,7,0
新巴適經典麻辣鍋,8,0
新巴適經典麻辣鍋,9,0
新巴適經典麻辣鍋,10,0
新巴適經典麻辣鍋,11,23
新巴適經典麻辣鍋,12,30
新巴適經典麻辣鍋,13,33
新巴適經典麻辣鍋,14,28
新巴適經典麻辣鍋,15,0
新巴適經典麻辣鍋,16,0
新巴適經典麻辣鍋,17,64
新巴適經典麻辣鍋,18,84
新巴適經典麻辣鍋,19,94
新巴適經典麻辣鍋,20,79
新巴適經典麻辣鍋,21,53
新巴適經典麻辣鍋,22,0
新巴適經典麻辣鍋,23,0
旭西餅舖,0,0
旭西餅舖,1,0
旭西餅舖,2,0
旭西餅舖,3,0
旭西餅舖,4,0
旭西餅舖,5,0
旭西餅舖,6,9
旭西餅舖,7,19
旭西餅舖,8,25
旭西餅舖,9,33
旭西餅舖,10,34
旭西餅舖,11,34
旭西餅舖,12,30
旭西餅舖,13,33
旭西餅舖,14,28
旭西餅舖,15,25
旭西餅舖,16,23
旭西餅舖,17,23
旭西餅舖,18,0
旭西餅舖,19,0
旭西餅舖,20,0
旭西餅舖,21,0
旭西餅舖,22,0
旭西餅舖,23,0
曾記滿福堂擔仔麵,0,0
曾記滿福堂擔仔麵,1,0
曾記滿福堂擔仔麵,2,0
曾記滿福堂擔仔麵,3,0
曾記滿福堂擔仔麵,4,0
曾記滿福堂擔仔麵,5,0
曾記滿福堂擔仔麵,6,0
曾記滿福堂擔仔麵,7,0
曾記滿福堂擔仔麵,8,0
曾記滿福堂擔仔麵,9,0
曾記滿福堂擔仔麵,10,0
曾記滿福堂擔仔麵,11,30
曾記滿福堂擔仔麵,12,53
曾記滿福堂擔仔麵,13,61
曾記滿福堂擔仔麵,14,60
曾記滿福堂擔仔麵,15,52
曾記滿福堂擔仔麵,16,52
曾記滿福堂擔仔麵,17,66
曾記滿福堂擔仔麵,18,86
曾記滿福堂擔仔麵,19,96
曾記滿福堂擔仔麵,20,90
曾記滿福堂擔仔麵,21,73
曾記滿福堂擔仔麵,22,46
曾記滿福堂擔仔麵,23,0
欣欣麵食館,0,0
欣欣麵食館,1,0
欣欣麵食館,2,0
欣欣麵食館,3,0
欣欣麵食館,4,0
欣欣麵食館,5,0
欣欣麵食館,6,0
欣欣麵食館,7,0
欣欣麵食館,8,0
欣欣麵食館,9,0
欣欣麵食館,10,0
欣欣麵食館,11,0
欣欣麵食館,12,51
欣欣麵食館,13,48
欣欣麵食館,14,0
欣欣麵食館,15,0
欣欣麵食館,16,45
欣欣麵食館,17,70
欣欣麵食館,18,82
欣欣麵食館,19,72
欣欣麵食館,20,0
欣欣麵食館,21,0
欣欣麵食館,22,0
欣欣麵食館,23,0
歡迎來到新光堂（新光堂特產行）,0,0
歡迎來到新光堂（新光堂特產行）,1,0
歡迎來到新光堂（新光堂特產行）,2,0
歡迎來到新光堂（新光堂特產行）,3,0
歡迎來到新光堂（新光堂特產行）,4,0
歡迎來到新光堂（新光堂特產行）,5,0
歡迎來到新光堂（新光堂特產行）,6,0
歡迎來到新光堂（新光堂特產行）,7,0
